id,logId,categoryId,factionId,level,name,typeId,rarityId,description,active,xoID,quantity,releaseId,accuracy,addsEnergy,blastPower,cabinPower,damage,durability,energyDrain,featureBlastPercent,featureBulletPercent,featureFirePercent,featureMeleePercent,featurePassthroughPercent,fireRate,fuelReserves,increasesDurability,increasesReputationPercent,mass,massLimit,maxAmmo,maxCabinSpeed,maxChassisSpeed,perks,power,ps,range,timeToOverheating,tonnage,topSpeed,marketDef,userId
529,,6,99,0,Horror show,2,3,,true,529,1,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,,0,24,0,0,0,0,CarPart_WitchDuck,clmpbq6vp0000mtx4cyyep6et
530,,6,99,0,D minor',38,3,,true,530,1,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,,0,23,0,0,0,0,CarPart_CarHorn_Helloween1,clmpbq6vp0000mtx4cyyep6et
531,,6,99,0,Hearse horn,38,3,,true,531,1,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,,0,22,0,0,0,0,CarPart_CarHorn_Helloween2,clmpbq6vp0000mtx4cyyep6et
532,,7,99,0,Nocturnal Hunter,10,6,,true,532,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_SpiderWeb01,clmpbq6vp0000mtx4cyyep6et
533,,6,99,0,Why so serious?',38,3,,true,533,1,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,,0,24,0,0,0,0,CarPart_Clownbeep,clmpbq6vp0000mtx4cyyep6et
534,,6,99,0,Pumpalloons,2,4,,true,534,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,,0,26,0,0,0,0,CarPart_Balloon,clmpbq6vp0000mtx4cyyep6et
535,,6,99,0,Crazy exhaust,2,6,,true,535,1,27,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,,0,24,0,0,0,0,CarPart_Exhaust_Quad_01,clmpbq6vp0000mtx4cyyep6et
536,,7,99,0,Camouflage: Web,10,5,,true,536,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Pic_SpiderWeb02,clmpbq6vp0000mtx4cyyep6et
543,,7,99,0,Metal fatigue,10,3,,true,543,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_BulletRust,clmpbq6vp0000mtx4cyyep6et
548,,1,99,0,Steppe spider,5,3,,true,548,1,26,0,12,0,8,0,445,0,0,0,0,0,0,0,0,0,0,3250,16000,0,60,0,,0,1500,0,0,7000,0,Chassis_Spider,clmpbq6vp0000mtx4cyyep6et
549,,7,99,0,Black Gold,10,3,,true,549,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_MetalOil,clmpbq6vp0000mtx4cyyep6et
551,,7,99,0,Camouflage: Crater,10,5,,true,551,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Pic_Trypophobia01,clmpbq6vp0000mtx4cyyep6et
554,,6,99,0,Beware of mutants!,39,2,,true,554,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,11,0,0,0,0,CarPart_Roadsign_11,clmpbq6vp0000mtx4cyyep6et
560,,2,99,0,ST-M26 Tackler,13,3,,true,560,1,31,3.6,0,0,0,3.2,228,3,50,50,50,50,0,6.8,0,0,0,180,0,0,0,0,,0,825,3,5.4,0,0,CarPart_Gun_Machinegun_Corner,clmpbq6vp0000mtx4cyyep6et
561,,1,99,0,Icebox,56,3,,true,561,1,26,0,11,0,9.5,0,455,0,0,0,0,0,0,0,0,0,0,3800,19000,0,65,0,,0,1500,0,0,9000,0,Cabin_Big,clmpbq6vp0000mtx4cyyep6et
562,,8,99,0,Gift container,8,4,,true,562,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,NewYear_chest,clmpbq6vp0000mtx4cyyep6et
564,,6,99,0,Iron Father,38,3,,true,564,1,27,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,,0,29,0,0,0,0,CarPart_Nyear_Robotsanta,clmpbq6vp0000mtx4cyyep6et
565,,7,99,0,Cold flame,10,5,,true,565,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Dye_RedBlue,clmpbq6vp0000mtx4cyyep6et
566,,6,99,0,Neon Santa,2,3,,true,566,1,27,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,,0,41,0,0,0,0,CarPart_Nyear_Neon,clmpbq6vp0000mtx4cyyep6et
567,,6,99,0,Rudolph's Nose,38,6,,true,567,1,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,,0,19,0,0,0,0,CarPart_RedNose,clmpbq6vp0000mtx4cyyep6et
568,,6,99,0,Rudolph's Horn,2,6,,true,568,1,27,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,,0,29,0,0,0,0,CarPart_Nyear_Horn,clmpbq6vp0000mtx4cyyep6et
569,,9,99,0,Boom and you win!,52,3,,true,569,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_magicancat,clmpbq6vp0000mtx4cyyep6et
570,,9,99,0,Happy snowflake,52,1,,true,570,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_snowflake_fall,clmpbq6vp0000mtx4cyyep6et
571,,6,99,0,Snow Tyres,2,3,,true,571,1,27,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,,0,41,0,0,0,0,CarPart_Snowman,clmpbq6vp0000mtx4cyyep6et
572,,9,99,0,Make way!,52,4,,true,572,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_deer,clmpbq6vp0000mtx4cyyep6et
573,,6,99,0,Hunter's trophy,2,6,,true,573,1,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,,0,19,0,0,0,0,CarPart_DeerHead,clmpbq6vp0000mtx4cyyep6et
574,,9,99,0,Happy New Year!,52,1,,true,574,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_bomb,clmpbq6vp0000mtx4cyyep6et
575,,9,99,0,Deer counter,52,1,,true,575,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_defeat_list,clmpbq6vp0000mtx4cyyep6et
576,,9,99,0,Festive Avenger,52,1,,true,576,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_deer_mg,clmpbq6vp0000mtx4cyyep6et
577,,9,99,0,Bow,52,1,,true,577,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_bow,clmpbq6vp0000mtx4cyyep6et
578,,9,99,0,Snowman XO,52,2,,true,578,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_snowman_eng,clmpbq6vp0000mtx4cyyep6et
579,,9,99,0,Snowman Pete,52,2,,true,579,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_snowman_lunatic,clmpbq6vp0000mtx4cyyep6et
580,,9,99,0,Stocking with gifts,52,2,,true,580,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_feltboots,clmpbq6vp0000mtx4cyyep6et
581,,7,99,0,Festive taste,10,2,,true,581,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_Gingerbread01,clmpbq6vp0000mtx4cyyep6et
582,,9,99,0,Snowman AB,52,2,,true,582,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_snowman_scaven,clmpbq6vp0000mtx4cyyep6et
583,,9,99,0,Snowman,52,2,,true,583,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_snowman_nomad,clmpbq6vp0000mtx4cyyep6et
584,,7,99,0,Northern Fairytale,10,4,,true,584,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_RussianFolk01,clmpbq6vp0000mtx4cyyep6et
585,,9,99,0,Cookie,52,3,,true,585,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_cookie,clmpbq6vp0000mtx4cyyep6et
586,,9,99,0,Christmas not-a-toy,52,2,,true,586,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_grenade_fir,clmpbq6vp0000mtx4cyyep6et
587,,9,99,0,Croup,52,3,,true,587,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_deer_back,clmpbq6vp0000mtx4cyyep6et
588,,7,99,0,Player Union,10,3,,true,588,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_YouTube03,clmpbq6vp0000mtx4cyyep6et
589,,6,99,0,Frostbite,2,4,,true,589,1,27,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,,0,32,0,0,0,0,CarPart_IceCream,clmpbq6vp0000mtx4cyyep6et
590,,9,99,0,Croissant,52,3,,true,590,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_nyear2018_croissant,clmpbq6vp0000mtx4cyyep6et
591,,7,99,0,Camouflask,10,3,,true,591,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_XmasTree01,clmpbq6vp0000mtx4cyyep6et
592,,6,99,0,From the forest',2,4,,true,592,1,27,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,,0,46,0,0,0,0,CarPart_Christmas_tree,clmpbq6vp0000mtx4cyyep6et
593,,7,99,0,A little something,10,5,,true,593,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_PresentPaper01,clmpbq6vp0000mtx4cyyep6et
594,,2,7,8,Skinner,53,3,,true,594,1,26,0,0,0,0,0,308,2,0,0,0,0,0,0,0,0,0,378,0,0,0,0,,0,550,0,0,0,0,CarPart_Gun_Harpoon,clmpbq6vp0000mtx4cyyep6et
595,,4,7,7,Meat Grinder,54,3,,true,595,1,32,0,0,0,0,0,820,0,0,0,0,50,0,0,0,0,0,800,0,0,0,60,,-28,360,0,0,2800,0,CarPart_Shnekohod,clmpbq6vp0000mtx4cyyep6et
596,,1,99,0,Cerberus,55,3,,true,596,1,26,0,12,0,5.2,3.7,285,0,0,0,0,75,0,0,0,0,0,850,8500,0,100,0,,0,1800,0,0,4000,0,Cabin_InnateMelee,clmpbq6vp0000mtx4cyyep6et
598,,2,7,2,Junkbow,26,6,,true,598,1,26,1,0,0,0,5.1,247,4,0,0,0,0,0,5.6,0,0,0,189,0,0,0,0,,0,760,0.5,0,0,0,CarPart_Gun_ShotGun_Garbage,clmpbq6vp0000mtx4cyyep6et
599,,1,7,1,Bat,55,6,,true,599,1,26,0,11,0,3.4,0,265,0,0,0,0,0,0,0,0,0,0,600,6500,0,100,0,,0,1300,0,0,3900,0,Cabin_Tribal,clmpbq6vp0000mtx4cyyep6et
600,,4,7,3,Shiv ST,74,6,,true,600,1,26,0,0,0,0,0,180,0,0,0,0,50,0,0,0,0,0,125,0,0,0,0,,-12,113,0,0,625,0,CarPart_Wheel_SawWheel_S,clmpbq6vp0000mtx4cyyep6et
602,,4,7,3,Shiv,74,6,,true,602,1,26,0,0,0,0,0,180,0,0,0,0,50,0,0,0,0,0,125,0,0,0,0,,-6,113,0,0,1125,0,CarPart_Wheel_SawWheel,clmpbq6vp0000mtx4cyyep6et
603,,7,99,0,Fire Salamander,10,5,,true,603,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_chameleon_Tribal01,clmpbq6vp0000mtx4cyyep6et
606,,9,99,0,Asmodeus,52,3,,true,606,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_tribal02,clmpbq6vp0000mtx4cyyep6et
607,,9,99,0,Capricorn,52,5,,true,607,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_tribal01,clmpbq6vp0000mtx4cyyep6et
608,,9,99,0,Belial,52,3,,true,608,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_tribal03,clmpbq6vp0000mtx4cyyep6et
609,,2,7,6,Phoenix,11,3,,true,609,1,32,10,0,0,0,8.3,418,5,0,0,0,0,0,4.9,0,0,0,759,0,18,0,0,,0,1375,6,0,0,0,CarPart_Gun_Blast_ClassicCrossbow,clmpbq6vp0000mtx4cyyep6et
610,,4,7,5,Bigfoot ST,73,3,,true,610,1,26,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,,-20,225,0,0,1250,0,CarPart_Wheel_MonsterTruck_S,clmpbq6vp0000mtx4cyyep6et
611,,4,7,5,Bigfoot,73,3,,true,611,1,26,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,,-10,225,0,0,2250,0,CarPart_Wheel_MonsterTruck,clmpbq6vp0000mtx4cyyep6et
612,,3,7,7,Oppressor,12,3,,true,612,1,30,0,0,0,0,0,425,1,0,0,0,0,0,0,0,0,0,500,1000,0,17,0,,30,275,0,0,3000,120,CarPart_Engine_Powerful,clmpbq6vp0000mtx4cyyep6et
613,,1,7,8,Werewolf,55,3,,true,613,1,26,0,12,0,5.2,0,250,0,0,0,0,0,0,0,0,0,0,600,8000,0,100,0,,0,1800,0,0,4000,0,Cabin_DronSpawn,clmpbq6vp0000mtx4cyyep6et
614,,3,7,6,Tormentor,58,3,,true,614,1,26,0,0,0,0,0,153,2,0,0,0,0,0,0,0,0,0,128,0,0,0,0,,0,550,0,0,0,0,CarPart_SelfCalc,clmpbq6vp0000mtx4cyyep6et
615,,9,99,0,Flauros,52,3,,true,615,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_tribal04,clmpbq6vp0000mtx4cyyep6et
616,,2,7,10,Draco,37,4,,true,616,1,26,0,0,0,0,8.4,360,4,0,0,0,90,0,7.6,0,0,0,270,0,175,0,0,,0,1600,1,8.7,0,0,CarPart_Gun_Flamethrower_fixed,clmpbq6vp0000mtx4cyyep6et
617,,2,7,12,Fortune,20,4,,true,617,1,26,7.1,0,0,0,10,288,5,0,0,0,0,0,2.7,0,0,0,360,0,12,0,0,,0,2000,5.1,0,0,0,CarPart_Gun_WheelRocket,clmpbq6vp0000mtx4cyyep6et
618,,2,7,8,Incinerator,59,3,,true,618,1,26,2,0,0,0,4.1,472,6,0,0,0,0,0,1.6,0,0,0,540,0,10,0,0,,0,1650,7.1,0,0,0,CarPart_Gun_Catapult,clmpbq6vp0000mtx4cyyep6et
619,,4,99,0,Stallion ST,74,2,,true,619,1,26,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,,-15,80,0,0,455,0,CarPart_Wheel_Hopping_S,clmpbq6vp0000mtx4cyyep6et
620,,1,99,0,Jockey,5,2,,true,620,1,26,0,10,0,5.1,0,380,0,0,0,0,0,0,0,0,0,0,1400,10000,0,75,0,,0,750,0,0,4000,0,Chassis_ChevyPickup,clmpbq6vp0000mtx4cyyep6et
621,,4,99,0,Stallion,74,2,,true,621,1,26,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,,-8,80,0,0,820,0,CarPart_Wheel_Hopping,clmpbq6vp0000mtx4cyyep6et
622,,7,99,0,Lollipop,10,5,,true,622,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Dye_Valentine2018,clmpbq6vp0000mtx4cyyep6et
623,,9,99,0,Quick and the Dead,52,4,,true,623,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_fire_14feb2018,clmpbq6vp0000mtx4cyyep6et
624,,6,99,0,Ambulance lights,38,4,,true,624,1,27,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,,0,32,0,0,0,0,CarPart_AmbulanceLights,clmpbq6vp0000mtx4cyyep6et
625,,1,99,0,Hot Rod,5,2,,true,625,1,26,0,10,0,4.5,0,305,0,0,0,0,0,0,0,0,0,0,900,9000,0,85,0,,0,750,0,0,4000,0,Cabin_Riviera,clmpbq6vp0000mtx4cyyep6et
626,,9,99,0,Bear's Roar,52,2,,true,626,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_bear01,clmpbq6vp0000mtx4cyyep6et
627,,9,99,0,Wolf Eyes,52,2,,true,627,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_wolf01,clmpbq6vp0000mtx4cyyep6et
628,,7,99,0,Plague,10,5,,true,628,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_AmbulanceWhite,clmpbq6vp0000mtx4cyyep6et
629,,9,99,0,Snake venom,52,3,,true,629,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_snake01,clmpbq6vp0000mtx4cyyep6et
630,,9,99,0,With the shield or on the shield,52,1,,true,630,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_23feb2018_bear,clmpbq6vp0000mtx4cyyep6et
631,,9,99,0,Wings of Victory,52,3,,true,631,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_23feb2018_star,clmpbq6vp0000mtx4cyyep6et
632,,9,99,0,MachineGuns & Roses,52,2,,true,632,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_8march02,clmpbq6vp0000mtx4cyyep6et
633,,9,99,0,Through difficulties,52,3,,true,633,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_8march03,clmpbq6vp0000mtx4cyyep6et
634,,9,99,0,Purr love,52,4,,true,634,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_8march05,clmpbq6vp0000mtx4cyyep6et
635,,9,99,0,Brave heart,52,2,,true,635,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_8march01,clmpbq6vp0000mtx4cyyep6et
636,,9,99,0,Premonition,52,3,,true,636,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_8march04,clmpbq6vp0000mtx4cyyep6et
637,,1,99,0,Tusk,55,3,,true,637,1,26,0,12,0,5.2,0,245,0,0,0,0,75,0,0,0,0,0,550,8000,0,100,0,,0,1800,0,0,4500,0,Cabin_Tribal_Hog,clmpbq6vp0000mtx4cyyep6et
638,,7,99,0,Boar scalp,10,5,,true,638,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,pic_BoarFur,clmpbq6vp0000mtx4cyyep6et
639,,9,99,0,Eye of the beast,52,5,,true,639,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_hog01,clmpbq6vp0000mtx4cyyep6et
640,,9,99,0,Surprise!,52,1,,true,640,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_1april04,clmpbq6vp0000mtx4cyyep6et
641,,9,99,0,Crab it,52,2,,true,641,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_1april01,clmpbq6vp0000mtx4cyyep6et
642,,9,99,0,Wild Boar,52,4,,true,642,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_japan_contest2018_boar,clmpbq6vp0000mtx4cyyep6et
643,,9,1,0,Lady Ivy,52,4,,true,643,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_japan_contest2018_rocket_girl,clmpbq6vp0000mtx4cyyep6et
644,,9,99,0,Harley king,52,1,,true,644,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_1april03,clmpbq6vp0000mtx4cyyep6et
645,,9,99,0,Nosedive,52,2,,true,645,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_1april02,clmpbq6vp0000mtx4cyyep6et
646,,9,1,0,Warrior duck,52,4,,true,646,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_japan_contest2018_samurai_duck,clmpbq6vp0000mtx4cyyep6et
647,,6,99,0,Rocket balloons,2,3,,true,647,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,,0,21,0,0,0,0,CarPart_April_Balloon,clmpbq6vp0000mtx4cyyep6et
648,,6,99,0,Inflatable Mammoth,2,4,,true,648,1,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,,0,29,0,0,0,0,CarPart_FakeGun,clmpbq6vp0000mtx4cyyep6et
649,,6,99,0,No entry',39,2,,true,649,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,11,0,0,0,0,CarPart_RoadsignCircle_01,clmpbq6vp0000mtx4cyyep6et
650,,6,99,0,Maintenance',39,2,,true,650,1,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,11,0,0,0,0,CarPart_RoadsignSquare_01,clmpbq6vp0000mtx4cyyep6et
651,,6,99,0,Royal trophy,2,4,,true,651,1,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,,0,28,0,0,0,0,CarPart_MBP_Sign,clmpbq6vp0000mtx4cyyep6et
652,,2,5,10,Cyclone,3,4,,true,652,1,26,8.1,0,0,0,7.6,535,5,0,0,0,0,0,5.1,0,0,0,570,0,0,0,0,,0,2000,8.1,6.5,0,0,CarPart_Gun_Cannon_Legend,clmpbq6vp0000mtx4cyyep6et
663,,4,99,0,Goliath,29,3,,true,663,1,26,0,0,0,0,0,1600,0,0,25,25,50,0,0,0,0,0,1800,0,0,0,45,,-70,1000,0,0,6000,0,CarPart_TankTrackRomb,clmpbq6vp0000mtx4cyyep6et
735,,9,99,0,Dogs of War,52,5,,true,735,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_wwi_dog01,clmpbq6vp0000mtx4cyyep6et
763,,2,1,0,M-37 Piercer,63,6,,true,763,1,33,3.4,0,0,0,2.6,133,3,0,0,0,0,0,10,0,0,0,195,0,0,0,0,,0,570,2,3,0,0,CarPart_Gun_SMG,clmpbq6vp0000mtx4cyyep6et
764,,2,6,6,Prometheus V,46,3,,true,764,1,26,9,0,0,0,2,185,4,0,0,0,0,0,10,0,0,0,200,0,0,0,0,,0,1100,2,0,0,0,CarPart_Gun_Syfy_FusionRifle_epic,clmpbq6vp0000mtx4cyyep6et
765,,2,7,7,Fafnir,26,3,,true,765,1,26,1,0,0,0,6.1,315,4,0,0,0,0,0,5.6,0,0,0,255,0,0,0,0,,0,1100,0.5,0,0,0,CarPart_Gun_ShotGun_Garbage_epic,clmpbq6vp0000mtx4cyyep6et
766,,2,3,10,Aspect,18,4,,true,766,1,26,4.1,0,0,0,3.6,220,4,0,0,0,0,0,6.9,0,0,0,342,0,0,0,0,,0,1600,3.1,5.5,0,0,CarPart_Gun_Machinegun_Legendary,clmpbq6vp0000mtx4cyyep6et
767,,7,99,0,Solomon's pattern,10,5,,true,767,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Pic_CamouflageMark,clmpbq6vp0000mtx4cyyep6et
769,,1,99,0,Ghost,5,3,,true,769,1,32,0,12,0,6.2,0,330,0,0,0,0,0,0,0,0,0,0,1050,12000,0,80,0,,0,1500,0,0,6000,0,Cabin_Mi24,clmpbq6vp0000mtx4cyyep6et
770,,2,99,0,Kapkan,20,3,,true,770,1,33,0,0,0,0,0,267,2,0,0,0,0,0,0,0,0,0,360,0,5,0,0,,0,550,0,0,0,0,CarPart_Gun_MineTrap,clmpbq6vp0000mtx4cyyep6et
773,,8,99,0,Mentor's container,8,2,,true,773,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Chest_Login,clmpbq6vp0000mtx4cyyep6et
775,,9,99,0,Hunger,52,5,,true,775,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_hunter01,clmpbq6vp0000mtx4cyyep6et
776,,9,99,0,Victory at all costs,52,3,,true,776,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_Victory2018_gasmask01,clmpbq6vp0000mtx4cyyep6et
777,,9,99,0,White star,52,1,,true,777,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_Victory2018_star02,clmpbq6vp0000mtx4cyyep6et
778,,9,99,0,Lest we forget,52,2,,true,778,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Decal_Victory2018_star03,clmpbq6vp0000mtx4cyyep6et
